"Time period","Coal","Nuclear","CCGT","Hydro","Geothermal","Diesel"
"t7029",0.00,11170.00,3814.10,1000.00,0.00,0.00
"t7030",0.00,11170.00,4786.90,1000.00,0.00,0.00
"t7031",0.00,11170.00,5216.30,1000.00,0.00,0.00
"t7032",0.00,11170.00,4127.80,1000.00,0.00,0.00
"t7033",0.00,11170.00,3140.20,1000.00,0.00,0.00
"t7034",0.00,11170.00,2354.80,1000.00,0.00,0.00
"t7035",0.00,11170.00,2042.60,1000.00,0.00,0.00
"t7036",0.00,11170.00,2169.40,1000.00,0.00,0.00
"t7037",0.00,11170.00,2668.60,1000.00,0.00,0.00
"t7038",0.00,11170.00,3536.20,1000.00,0.00,0.00
"t7039",0.00,11170.00,4953.60,1000.00,0.00,0.00
"t7040",0.00,11170.00,6395.20,1000.00,0.00,0.00
"t7041",0.00,11170.00,7069.20,1000.00,0.00,0.00
"t7042",0.00,11170.00,6977.40,1000.00,0.00,0.00
"t7043",0.00,11170.00,6732.60,1000.00,0.00,0.00
"t7044",0.00,11170.00,6673.20,1000.00,0.00,0.00
"t7045",0.00,11170.00,5876.20,1000.00,0.00,0.00
"t7046",0.00,11170.00,3835.20,1000.00,0.00,0.00
"t7047",0.00,11170.00,2024.80,1000.00,0.00,0.00
"t7048",0.00,11170.00,1182.00,1000.00,0.00,0.00
"t7049",0.00,11170.00,1058.70,1000.00,0.00,0.00
"t7050",0.00,11170.00,1519.90,1000.00,0.00,0.00
"t7051",0.00,11170.00,2829.20,1000.00,0.00,0.00
"t7052",0.00,11170.00,3283.20,1000.00,0.00,0.00
"t7053",0.00,11170.00,3842.40,1000.00,0.00,0.00
"t7054",0.00,11170.00,4497.70,1000.00,0.00,0.00
"t7055",0.00,11170.00,5137.10,1000.00,0.00,0.00
"t7056",0.00,11170.00,3837.60,1000.00,0.00,0.00
"t7057",0.00,11170.00,3245.20,1000.00,0.00,0.00
"t7058",0.00,11170.00,3522.60,1000.00,0.00,0.00
"t7059",0.00,11170.00,3819.40,1000.00,0.00,0.00
"t7060",0.00,11170.00,4995.00,1000.00,0.00,0.00
"t7061",0.00,11170.00,6957.80,1000.00,0.00,0.00
"t7062",0.00,11170.00,10509.80,1000.00,0.00,0.00
"t7063",0.00,11170.00,12375.80,1000.00,0.00,0.00
"t7064",0.00,11170.00,12304.60,1000.00,0.00,0.00
"t7065",0.00,11170.00,11228.20,1000.00,0.00,0.00
"t7066",0.00,11170.00,9924.60,1000.00,0.00,0.00
"t7067",0.00,11170.00,8621.80,1000.00,0.00,0.00
"t7068",0.00,11170.00,7555.00,1000.00,0.00,0.00
"t7069",0.00,11170.00,6394.10,1000.00,0.00,0.00
"t7070",0.00,11170.00,2301.30,1000.00,0.00,0.00
"t7071",0.00,10467.20,0.00,1000.00,0.00,0.00
"t7072",0.00,9465.90,0.00,1000.00,0.00,0.00
"t7073",0.00,9570.30,0.00,1000.00,0.00,0.00
"t7074",0.00,10600.80,0.00,1000.00,0.00,0.00
"t7075",0.00,11170.00,940.80,1000.00,0.00,0.00
"t7076",0.00,11170.00,1297.70,1000.00,0.00,0.00
"t7077",0.00,11170.00,1764.80,1000.00,0.00,0.00
"t7078",0.00,11170.00,2573.00,1000.00,0.00,0.00
"t7079",0.00,11170.00,3788.50,1000.00,0.00,0.00
"t7080",0.00,11170.00,3969.80,1000.00,0.00,0.00
"t7081",0.00,11170.00,3836.80,1000.00,0.00,0.00
"t7082",0.00,11170.00,3890.80,1000.00,0.00,0.00
"t7083",0.00,11170.00,4315.80,1000.00,0.00,0.00
"t7084",0.00,11170.00,4998.80,1000.00,0.00,0.00
"t7085",0.00,11170.00,6802.00,1000.00,0.00,0.00
"t7086",0.00,11170.00,9671.40,1000.00,0.00,0.00
"t7087",0.00,11170.00,10725.40,1000.00,0.00,0.00
"t7088",0.00,11170.00,10489.60,1000.00,0.00,0.00
"t7089",0.00,11170.00,9821.40,1000.00,0.00,0.00
"t7090",0.00,11170.00,8888.20,1000.00,0.00,0.00
"t7091",0.00,11170.00,8084.00,1000.00,0.00,0.00
"t7092",0.00,11170.00,7657.40,1000.00,0.00,0.00
"t7093",0.00,11170.00,6936.30,1000.00,0.00,0.00
"t7094",0.00,11170.00,3630.00,1000.00,0.00,0.00
"t7095",0.00,11170.00,1608.80,1000.00,0.00,0.00
"t7096",0.00,11170.00,1064.40,1000.00,0.00,0.00
"t7097",0.00,11170.00,927.00,1000.00,0.00,0.00
"t7098",0.00,11170.00,1754.80,1000.00,0.00,0.00
"t7099",0.00,11170.00,2974.00,1000.00,0.00,0.00
"t7100",0.00,11170.00,3167.00,1000.00,0.00,0.00
"t7101",0.00,11170.00,3454.50,1000.00,0.00,0.00
"t7102",0.00,11170.00,3902.90,1000.00,0.00,0.00
"t7103",0.00,11170.00,4653.10,1000.00,0.00,0.00
"t7104",0.00,11170.00,3514.60,1000.00,0.00,0.00
"t7105",0.00,11170.00,2958.40,1000.00,0.00,0.00
"t7106",0.00,11170.00,3104.40,1000.00,0.00,0.00
"t7107",0.00,11170.00,3525.00,1000.00,0.00,0.00
"t7108",0.00,11170.00,4352.20,1000.00,0.00,0.00
"t7109",0.00,11170.00,6059.00,1000.00,0.00,0.00
"t7110",0.00,11170.00,9116.00,1000.00,0.00,0.00
"t7111",0.00,11170.00,10649.00,1000.00,0.00,0.00
"t7112",0.00,11170.00,10295.80,1000.00,0.00,0.00
"t7113",0.00,11170.00,9662.40,1000.00,0.00,0.00
"t7114",0.00,11170.00,8851.60,1000.00,0.00,0.00
"t7115",0.00,11170.00,8374.40,1000.00,0.00,0.00
"t7116",0.00,11170.00,8116.40,1000.00,0.00,0.00
"t7117",0.00,11170.00,8319.00,1000.00,0.00,0.00
"t7118",0.00,11170.00,8273.50,1000.00,0.00,0.00
"t7119",0.00,11170.00,7350.30,1000.00,0.00,0.00
"t7120",0.00,11170.00,4953.80,1000.00,0.00,0.00
"t7121",0.00,11170.00,3264.90,1000.00,0.00,0.00
"t7122",0.00,11170.00,3806.10,1000.00,0.00,0.00
"t7123",0.00,11170.00,5129.70,1000.00,0.00,0.00
"t7124",0.00,11170.00,5736.10,1000.00,0.00,0.00
"t7125",0.00,11170.00,5969.80,1000.00,0.00,0.00
"t7126",0.00,11170.00,6591.60,1000.00,0.00,0.00
"t7127",0.00,11170.00,7581.00,1000.00,0.00,0.00
"t7128",0.00,11170.00,6888.80,1000.00,0.00,0.00
"t7129",0.00,11170.00,6329.60,1000.00,0.00,0.00
"t7130",0.00,11170.00,6120.20,1000.00,0.00,0.00
"t7131",0.00,11170.00,6054.60,1000.00,0.00,0.00
"t7132",0.00,11170.00,6525.60,1000.00,0.00,0.00
"t7133",0.00,11170.00,7839.80,1000.00,0.00,0.00
"t7134",0.00,11170.00,10346.60,1000.00,0.00,0.00
"t7135",0.00,11170.00,11144.60,1000.00,0.00,0.00
"t7136",0.00,11170.00,10776.20,1000.00,0.00,0.00
"t7137",0.00,11170.00,10252.80,1000.00,0.00,0.00
"t7138",0.00,11170.00,9842.00,1000.00,0.00,0.00
"t7139",0.00,11170.00,9486.60,1000.00,0.00,0.00
"t7140",0.00,11170.00,8942.20,1000.00,0.00,0.00
"t7141",0.00,11170.00,8271.40,1000.00,0.00,0.00
"t7142",0.00,11170.00,6467.70,1000.00,0.00,0.00
"t7143",0.00,11170.00,4432.30,1000.00,0.00,0.00
"t7144",0.00,11170.00,3497.40,1000.00,0.00,0.00
"t7145",0.00,11170.00,3370.70,1000.00,0.00,0.00
"t7146",0.00,11170.00,4572.60,1000.00,0.00,0.00
"t7147",0.00,11170.00,5757.90,1000.00,0.00,0.00
"t7148",0.00,11170.00,5998.50,1000.00,0.00,0.00
"t7149",0.00,11170.00,6046.00,1000.00,0.00,0.00
"t7150",0.00,11170.00,6609.10,1000.00,0.00,0.00
"t7151",0.00,11170.00,7432.40,1000.00,0.00,0.00
"t7152",0.00,11170.00,5798.00,1000.00,0.00,0.00
"t7153",0.00,11170.00,3893.60,1000.00,0.00,0.00
"t7154",0.00,11170.00,3301.40,1000.00,0.00,0.00
"t7155",0.00,11170.00,3357.20,1000.00,0.00,0.00
"t7156",0.00,11170.00,3954.80,1000.00,0.00,0.00
"t7157",0.00,11170.00,5475.80,1000.00,0.00,0.00
"t7158",0.00,11170.00,8096.60,1000.00,0.00,0.00
"t7159",0.00,11170.00,9706.40,1000.00,0.00,0.00
"t7160",0.00,11170.00,10139.60,1000.00,0.00,0.00
"t7161",0.00,11170.00,10651.20,1000.00,0.00,0.00
"t7162",0.00,11170.00,10799.40,1000.00,0.00,0.00
"t7163",0.00,11170.00,10598.00,1000.00,0.00,0.00
"t7164",0.00,11170.00,10336.60,1000.00,0.00,0.00
"t7165",0.00,11170.00,9864.90,1000.00,0.00,0.00
"t7166",0.00,11170.00,8634.30,1000.00,0.00,0.00
"t7167",0.00,11170.00,5221.50,1000.00,0.00,0.00
"t7168",0.00,11170.00,2701.30,1000.00,0.00,0.00
"t7169",0.00,11170.00,2542.10,1000.00,0.00,0.00
"t7170",0.00,11170.00,3055.30,1000.00,0.00,0.00
"t7171",0.00,11170.00,3641.90,1000.00,0.00,0.00
"t7172",0.00,11170.00,3780.40,1000.00,0.00,0.00
"t7173",0.00,11170.00,4706.40,1000.00,0.00,0.00
"t7174",0.00,11170.00,5658.90,1000.00,0.00,0.00
"t7175",0.00,11170.00,6540.90,1000.00,0.00,0.00
"t7176",0.00,11170.00,5657.20,1000.00,0.00,0.00
"t7177",0.00,11170.00,4677.20,1000.00,0.00,0.00
"t7178",0.00,11170.00,4151.60,1000.00,0.00,0.00
"t7179",0.00,11170.00,3943.40,1000.00,0.00,0.00
"t7180",0.00,11170.00,3921.20,1000.00,0.00,0.00
"t7181",0.00,11170.00,4515.00,1000.00,0.00,0.00
"t7182",0.00,11170.00,5440.00,1000.00,0.00,0.00
"t7183",0.00,11170.00,6645.80,1000.00,0.00,0.00
"t7184",0.00,11170.00,7760.80,1000.00,0.00,0.00
"t7185",0.00,11170.00,8634.80,1000.00,0.00,0.00
"t7186",0.00,11170.00,8807.60,1000.00,0.00,0.00
"t7187",0.00,11170.00,8488.00,1000.00,0.00,0.00
"t7188",0.00,11170.00,7720.40,1000.00,0.00,0.00
"t7189",0.00,11170.00,6707.50,1000.00,0.00,0.00
"t7190",0.00,11170.00,5209.80,1000.00,0.00,0.00
"t7191",0.00,11170.00,3292.40,1000.00,0.00,0.00
"t7192",0.00,11170.00,2199.80,1000.00,0.00,0.00
"t7193",0.00,11170.00,1874.80,1000.00,0.00,0.00
"t7194",0.00,11170.00,2384.40,1000.00,0.00,0.00
"t7195",0.00,11170.00,3415.20,1000.00,0.00,0.00
"t7196",0.00,11170.00,3960.40,1000.00,0.00,0.00
"t7197",0.00,11170.00,4657.00,1000.00,0.00,0.00
"t7198",0.00,11170.00,5550.10,1000.00,0.00,0.00
"t7199",0.00,11170.00,6435.80,1000.00,0.00,0.00
"t7200",0.00,11170.00,4962.40,1000.00,0.00,0.00
"t7201",0.00,11170.00,3575.80,1000.00,0.00,0.00
"t7202",0.00,11170.00,2961.20,1000.00,0.00,0.00
"t7203",0.00,11170.00,2966.20,1000.00,0.00,0.00
"t7204",0.00,11170.00,3217.80,1000.00,0.00,0.00
"t7205",0.00,11170.00,3997.00,1000.00,0.00,0.00
"t7206",0.00,11170.00,5157.20,1000.00,0.00,0.00
"t7207",0.00,11170.00,6373.60,1000.00,0.00,0.00
"t7208",0.00,11170.00,7656.40,1000.00,0.00,0.00
"t7209",0.00,11170.00,7988.40,1000.00,0.00,0.00
"t7210",0.00,11170.00,7641.60,1000.00,0.00,0.00
"t7211",0.00,11170.00,7388.40,1000.00,0.00,0.00
"t7212",0.00,11170.00,7271.60,1000.00,0.00,0.00
"t7213",0.00,11170.00,6267.00,1000.00,0.00,0.00
"t7214",0.00,11170.00,4221.70,1000.00,0.00,0.00
"t7215",0.00,11170.00,2380.10,1000.00,0.00,0.00
"t7216",0.00,11170.00,1364.20,1000.00,0.00,0.00
"t7217",0.00,11170.00,648.50,1000.00,0.00,0.00
"t7218",0.00,11170.00,1083.80,1000.00,0.00,0.00
"t7219",0.00,11170.00,2134.60,1000.00,0.00,0.00
"t7220",0.00,11170.00,2533.00,1000.00,0.00,0.00
"t7221",0.00,11170.00,2990.00,1000.00,0.00,0.00
"t7222",0.00,11170.00,3436.30,1000.00,0.00,0.00
"t7223",0.00,11170.00,2961.20,1000.00,0.00,0.00
"t7224",0.00,11170.00,1497.40,1000.00,0.00,0.00
"t7225",0.00,11170.00,900.80,1000.00,0.00,0.00
"t7226",0.00,11170.00,1221.00,1000.00,0.00,0.00
"t7227",0.00,11170.00,1799.60,1000.00,0.00,0.00
"t7228",0.00,11170.00,2859.60,1000.00,0.00,0.00
"t7229",0.00,11170.00,4804.80,1000.00,0.00,0.00
"t7230",0.00,11170.00,7288.80,1000.00,0.00,0.00
"t7231",0.00,11170.00,8777.00,1000.00,0.00,0.00
"t7232",0.00,11170.00,9434.80,1000.00,0.00,0.00
"t7233",0.00,11170.00,9223.00,1000.00,0.00,0.00
"t7234",0.00,11170.00,8785.00,1000.00,0.00,0.00
"t7235",0.00,11170.00,8262.20,1000.00,0.00,0.00
"t7236",0.00,11170.00,7833.00,1000.00,0.00,0.00
"t7237",0.00,11170.00,7709.00,1000.00,0.00,0.00
"t7238",0.00,11170.00,7257.30,1000.00,0.00,0.00
"t7239",0.00,11170.00,5279.30,1000.00,0.00,0.00
"t7240",0.00,11170.00,3728.70,1000.00,0.00,0.00
"t7241",0.00,11170.00,2756.60,1000.00,0.00,0.00
"t7242",0.00,11170.00,2937.50,1000.00,0.00,0.00
"t7243",0.00,11170.00,3834.40,1000.00,0.00,0.00
"t7244",0.00,11170.00,4545.90,1000.00,0.00,0.00
"t7245",0.00,11170.00,5470.90,1000.00,0.00,0.00
"t7246",0.00,11170.00,6522.20,1000.00,0.00,0.00
"t7247",0.00,11170.00,6658.20,1000.00,0.00,0.00
"t7248",0.00,11170.00,5606.40,1000.00,0.00,0.00
"t7249",0.00,11170.00,5274.60,1000.00,0.00,0.00
"t7250",0.00,11170.00,5554.00,1000.00,0.00,0.00
"t7251",0.00,11170.00,6039.20,1000.00,0.00,0.00
"t7252",0.00,11170.00,7368.40,1000.00,0.00,0.00
"t7253",0.00,11170.00,9635.40,1000.00,0.00,0.00
"t7254",0.00,11170.00,12708.40,1000.00,0.00,0.00
"t7255",0.00,11170.00,14084.40,1000.00,0.00,0.00
"t7256",0.00,11170.00,13361.60,1000.00,0.00,0.00
"t7257",0.00,11170.00,11804.80,1000.00,0.00,0.00
"t7258",0.00,11170.00,10399.40,1000.00,0.00,0.00
"t7259",0.00,11170.00,9428.80,1000.00,0.00,0.00
"t7260",0.00,11170.00,8893.40,1000.00,0.00,0.00
"t7261",0.00,11170.00,8520.20,1000.00,0.00,0.00
"t7262",0.00,11170.00,6514.70,1000.00,0.00,0.00
"t7263",0.00,11170.00,4129.70,1000.00,0.00,0.00
"t7264",0.00,11170.00,3040.20,1000.00,0.00,0.00
"t7265",0.00,11170.00,2887.70,1000.00,0.00,0.00
"t7266",0.00,11170.00,3787.30,1000.00,0.00,0.00
"t7267",0.00,11170.00,5241.10,1000.00,0.00,0.00
"t7268",0.00,11170.00,5668.80,1000.00,0.00,0.00
"t7269",0.00,11170.00,6139.40,1000.00,0.00,0.00
"t7270",0.00,11170.00,6457.40,1000.00,0.00,0.00
"t7271",0.00,11170.00,7153.00,1000.00,0.00,0.00
"t7272",0.00,11170.00,5908.80,1000.00,0.00,0.00
"t7273",0.00,11170.00,4797.40,1000.00,0.00,0.00
"t7274",0.00,11170.00,4431.00,1000.00,0.00,0.00
"t7275",0.00,11170.00,4765.00,1000.00,0.00,0.00
"t7276",0.00,11170.00,5531.60,1000.00,0.00,0.00
"t7277",0.00,11170.00,7357.40,1000.00,0.00,0.00
"t7278",0.00,11170.00,10467.60,1000.00,0.00,0.00
"t7279",0.00,11170.00,11930.80,1000.00,0.00,0.00
"t7280",0.00,11170.00,11688.60,1000.00,0.00,0.00
"t7281",0.00,11170.00,10896.00,1000.00,0.00,0.00
"t7282",0.00,11170.00,10272.20,1000.00,0.00,0.00
"t7283",0.00,11170.00,9727.00,1000.00,0.00,0.00
"t7284",0.00,11170.00,9428.60,1000.00,0.00,0.00
"t7285",0.00,11170.00,9125.90,1000.00,0.00,0.00
"t7286",0.00,11170.00,7082.60,1000.00,0.00,0.00
"t7287",0.00,11170.00,5097.50,1000.00,0.00,0.00
"t7288",0.00,11170.00,4028.30,1000.00,0.00,0.00
"t7289",0.00,11170.00,3256.50,1000.00,0.00,0.00
"t7290",0.00,11170.00,3248.70,1000.00,0.00,0.00
"t7291",0.00,11170.00,3787.00,1000.00,0.00,0.00
"t7292",0.00,11170.00,4478.00,1000.00,0.00,0.00
"t7293",0.00,11170.00,5336.90,1000.00,0.00,0.00
"t7294",0.00,11170.00,5835.50,1000.00,0.00,0.00
"t7295",0.00,11170.00,6739.30,1000.00,0.00,0.00
"t7296",0.00,11170.00,5917.40,1000.00,0.00,0.00
"t7297",0.00,11170.00,4921.60,1000.00,0.00,0.00
"t7298",0.00,11170.00,4168.00,1000.00,0.00,0.00
"t7299",0.00,11170.00,3930.00,1000.00,0.00,0.00
"t7300",0.00,11170.00,4629.20,1000.00,0.00,0.00
"t7301",0.00,11170.00,6206.00,1000.00,0.00,0.00
"t7302",0.00,11170.00,8883.80,1000.00,0.00,0.00
"t7303",0.00,11170.00,10176.40,1000.00,0.00,0.00
"t7304",0.00,11170.00,10177.80,1000.00,0.00,0.00
"t7305",0.00,11170.00,10251.40,1000.00,0.00,0.00
"t7306",0.00,11170.00,9989.80,1000.00,0.00,0.00
"t7307",0.00,11170.00,9518.80,1000.00,0.00,0.00
"t7308",0.00,11170.00,8874.60,1000.00,0.00,0.00
"t7309",0.00,11170.00,8134.20,1000.00,0.00,0.00
"t7310",0.00,11170.00,6718.70,1000.00,0.00,0.00
"t7311",0.00,11170.00,5006.00,1000.00,0.00,0.00
"t7312",0.00,11170.00,4450.70,1000.00,0.00,0.00
"t7313",0.00,11170.00,4179.10,1000.00,0.00,0.00
"t7314",0.00,11170.00,4809.60,1000.00,0.00,0.00
"t7315",0.00,11170.00,5255.30,1000.00,0.00,0.00
"t7316",0.00,11170.00,4640.60,1000.00,0.00,0.00
"t7317",0.00,11170.00,3435.30,1000.00,0.00,0.00
"t7318",0.00,11170.00,2636.60,1000.00,0.00,0.00
"t7319",0.00,11170.00,2503.20,1000.00,0.00,0.00
"t7320",0.00,11170.00,1293.60,1000.00,0.00,0.00
"t7321",0.00,11170.00,500.60,1000.00,0.00,0.00
"t7322",0.00,11136.20,0.00,1000.00,0.00,0.00
"t7323",0.00,10714.80,0.00,1000.00,0.00,0.00
"t7324",0.00,10839.00,0.00,1000.00,0.00,0.00
"t7325",0.00,11170.00,922.60,1000.00,0.00,0.00
"t7326",0.00,11170.00,3471.80,1000.00,0.00,0.00
"t7327",0.00,11170.00,4845.60,1000.00,0.00,0.00
"t7328",0.00,11170.00,5081.00,1000.00,0.00,0.00
"t7329",0.00,11170.00,5381.80,1000.00,0.00,0.00
"t7330",0.00,11170.00,5729.40,1000.00,0.00,0.00
"t7331",0.00,11170.00,6176.80,1000.00,0.00,0.00
"t7332",0.00,11170.00,6517.00,1000.00,0.00,0.00
"t7333",0.00,11170.00,6001.80,1000.00,0.00,0.00
"t7334",0.00,11170.00,3067.40,1000.00,0.00,0.00
"t7335",0.00,11170.00,209.90,1000.00,0.00,0.00
"t7336",0.00,9943.30,0.00,1000.00,0.00,0.00
"t7337",0.00,9652.20,0.00,1000.00,0.00,0.00
"t7338",0.00,10301.30,0.00,1000.00,0.00,0.00
"t7339",0.00,10811.60,0.00,1000.00,0.00,0.00
"t7340",0.00,11037.50,0.00,1000.00,0.00,0.00
"t7341",0.00,11170.00,493.10,1000.00,0.00,0.00
"t7342",0.00,11170.00,1517.90,1000.00,0.00,0.00
"t7343",0.00,11170.00,3279.00,1000.00,0.00,0.00
"t7344",0.00,11170.00,2427.20,1000.00,0.00,0.00
"t7345",0.00,11170.00,2404.60,1000.00,0.00,0.00
"t7346",0.00,11170.00,2265.80,1000.00,0.00,0.00
"t7347",0.00,11170.00,2275.60,1000.00,0.00,0.00
"t7348",0.00,11170.00,2674.40,1000.00,0.00,0.00
"t7349",0.00,11170.00,3620.40,1000.00,0.00,0.00
"t7350",0.00,11170.00,4820.80,1000.00,0.00,0.00
"t7351",0.00,11170.00,6117.00,1000.00,0.00,0.00
"t7352",0.00,11170.00,7119.00,1000.00,0.00,0.00
"t7353",0.00,11170.00,7586.40,1000.00,0.00,0.00
"t7354",0.00,11170.00,7491.00,1000.00,0.00,0.00
"t7355",0.00,11170.00,7185.00,1000.00,0.00,0.00
"t7356",0.00,11170.00,6777.40,1000.00,0.00,0.00
"t7357",0.00,11170.00,5887.30,1000.00,0.00,0.00
"t7358",0.00,11170.00,3888.20,1000.00,0.00,0.00
"t7359",0.00,11170.00,1967.20,1000.00,0.00,0.00
"t7360",0.00,11170.00,883.20,1000.00,0.00,0.00
"t7361",0.00,11170.00,335.00,1000.00,0.00,0.00
"t7362",0.00,11170.00,963.40,1000.00,0.00,0.00
"t7363",0.00,11170.00,2217.70,1000.00,0.00,0.00
"t7364",0.00,11170.00,3083.10,1000.00,0.00,0.00
"t7365",0.00,11170.00,4195.30,1000.00,0.00,0.00
"t7366",0.00,11170.00,5405.40,1000.00,0.00,0.00
"t7367",0.00,11170.00,6882.10,1000.00,0.00,0.00
"t7368",0.00,11170.00,5449.00,1000.00,0.00,0.00
"t7369",0.00,11170.00,3961.80,1000.00,0.00,0.00
"t7370",0.00,11170.00,3318.20,1000.00,0.00,0.00
"t7371",0.00,11170.00,3103.20,1000.00,0.00,0.00
"t7372",0.00,11170.00,3618.60,1000.00,0.00,0.00
"t7373",0.00,11170.00,4403.80,1000.00,0.00,0.00
"t7374",0.00,11170.00,5831.20,1000.00,0.00,0.00
"t7375",0.00,11170.00,7215.20,1000.00,0.00,0.00
"t7376",0.00,11170.00,8470.80,1000.00,0.00,0.00
"t7377",0.00,11170.00,9022.00,1000.00,0.00,0.00
"t7378",0.00,11170.00,8510.60,1000.00,0.00,0.00
"t7379",0.00,11170.00,7534.20,1000.00,0.00,0.00
"t7380",0.00,11170.00,6573.20,1000.00,0.00,0.00
"t7381",0.00,11170.00,5928.90,1000.00,0.00,0.00
"t7382",0.00,11170.00,4508.00,1000.00,0.00,0.00
"t7383",0.00,11170.00,2726.10,1000.00,0.00,0.00
"t7384",0.00,11170.00,1164.70,1000.00,0.00,0.00
"t7385",0.00,11170.00,746.00,1000.00,0.00,0.00
"t7386",0.00,11170.00,2252.40,1000.00,0.00,0.00
"t7387",0.00,11170.00,4115.90,1000.00,0.00,0.00
"t7388",0.00,11170.00,5264.50,1000.00,0.00,0.00
"t7389",0.00,11170.00,6282.80,1000.00,0.00,0.00
"t7390",0.00,11170.00,5682.90,1000.00,0.00,0.00
"t7391",0.00,11170.00,3927.20,1000.00,0.00,0.00
"t7392",0.00,11170.00,275.80,1000.00,0.00,0.00
"t7393",0.00,11170.00,2211.20,1000.00,0.00,0.00
"t7394",0.00,11170.00,1888.60,1000.00,0.00,0.00
"t7395",0.00,11170.00,1883.00,1000.00,0.00,0.00
"t7396",0.00,11170.00,1973.60,1000.00,0.00,0.00
"t7397",0.00,11170.00,2433.80,1000.00,0.00,0.00
"t7398",0.00,11170.00,4015.80,1000.00,0.00,0.00
"t7399",0.00,11170.00,6642.80,1000.00,0.00,0.00
"t7400",0.00,11170.00,7771.40,1000.00,0.00,0.00
"t7401",0.00,11170.00,8168.60,1000.00,0.00,0.00
"t7402",0.00,11170.00,8560.60,1000.00,0.00,0.00
"t7403",0.00,11170.00,8836.60,1000.00,0.00,0.00
"t7404",0.00,11170.00,8715.20,1000.00,0.00,0.00
"t7405",0.00,11170.00,9271.00,1000.00,0.00,0.00
"t7406",0.00,11170.00,9261.00,1000.00,0.00,0.00
"t7407",0.00,11170.00,9001.60,1000.00,0.00,0.00
"t7408",0.00,11170.00,8693.70,1000.00,0.00,0.00
"t7409",0.00,11170.00,8336.90,1000.00,0.00,0.00
"t7410",0.00,11170.00,9260.70,1000.00,0.00,0.00
"t7411",0.00,11170.00,10070.90,1000.00,0.00,0.00
"t7412",0.00,11170.00,9061.00,1000.00,0.00,0.00
"t7413",0.00,11170.00,7964.30,1000.00,0.00,0.00
"t7414",0.00,11170.00,8145.60,1000.00,0.00,0.00
"t7415",0.00,11170.00,7107.50,1000.00,0.00,0.00
"t7416",0.00,11170.00,5445.60,1000.00,0.00,0.00
"t7417",0.00,11170.00,3710.60,1000.00,0.00,0.00
"t7418",0.00,11170.00,2562.80,1000.00,0.00,0.00
"t7419",0.00,11170.00,2375.40,1000.00,0.00,0.00
"t7420",0.00,11170.00,2643.20,1000.00,0.00,0.00
"t7421",0.00,11170.00,3193.60,1000.00,0.00,0.00
"t7422",0.00,11170.00,4775.40,1000.00,0.00,0.00
"t7423",0.00,11170.00,7257.60,1000.00,0.00,0.00
"t7424",0.00,11170.00,8357.40,1000.00,0.00,0.00
"t7425",0.00,11170.00,8712.20,1000.00,0.00,0.00
"t7426",0.00,11170.00,7876.40,1000.00,0.00,0.00
"t7427",0.00,11170.00,8072.40,1000.00,0.00,0.00
"t7428",0.00,11170.00,8469.60,1000.00,0.00,0.00
"t7429",0.00,11170.00,8407.40,1000.00,0.00,0.00
"t7430",0.00,11170.00,8939.80,1000.00,0.00,0.00
"t7431",0.00,11170.00,7498.70,1000.00,0.00,0.00
"t7432",0.00,11170.00,5522.60,1000.00,0.00,0.00
"t7433",0.00,11170.00,2146.30,1000.00,0.00,0.00
"t7434",0.00,11170.00,2052.40,1000.00,0.00,0.00
"t7435",0.00,11170.00,2450.90,1000.00,0.00,0.00
"t7436",0.00,11170.00,2690.00,1000.00,0.00,0.00
"t7437",0.00,11170.00,4352.60,1000.00,0.00,0.00
"t7438",0.00,11170.00,4933.00,1000.00,0.00,0.00
"t7439",0.00,11170.00,4544.60,1000.00,0.00,0.00
"t7440",0.00,11170.00,3400.20,1000.00,0.00,0.00
"t7441",0.00,11170.00,2770.40,1000.00,0.00,0.00
"t7442",0.00,11170.00,1488.20,1000.00,0.00,0.00
"t7443",0.00,11170.00,577.80,1000.00,0.00,0.00
"t7444",0.00,11170.00,949.40,1000.00,0.00,0.00
"t7445",0.00,11170.00,1804.60,1000.00,0.00,0.00
"t7446",0.00,11170.00,3840.20,1000.00,0.00,0.00
"t7447",0.00,11170.00,7013.60,1000.00,0.00,0.00
"t7448",0.00,11170.00,7862.00,1000.00,0.00,0.00
"t7449",0.00,11170.00,7734.60,1000.00,0.00,0.00
"t7450",0.00,11170.00,7330.80,1000.00,0.00,0.00
"t7451",0.00,11170.00,7255.60,1000.00,0.00,0.00
"t7452",0.00,11170.00,7584.60,1000.00,0.00,0.00
"t7453",0.00,11170.00,7576.90,1000.00,0.00,0.00
"t7454",0.00,11170.00,5213.10,1000.00,0.00,0.00
"t7455",0.00,11170.00,1530.80,1000.00,0.00,0.00
"t7456",0.00,11170.00,419.00,1000.00,0.00,0.00
"t7457",0.00,11170.00,384.60,1000.00,0.00,0.00
"t7458",0.00,11170.00,1856.90,1000.00,0.00,0.00
"t7459",0.00,11170.00,3133.60,1000.00,0.00,0.00
"t7460",0.00,11170.00,3777.90,1000.00,0.00,0.00
"t7461",0.00,11170.00,4669.40,1000.00,0.00,0.00
"t7462",0.00,11170.00,5850.20,1000.00,0.00,0.00
"t7463",0.00,11170.00,6962.00,1000.00,0.00,0.00
"t7464",0.00,11170.00,5112.40,1000.00,0.00,0.00
"t7465",0.00,11170.00,3537.00,1000.00,0.00,0.00
