"Time period","Coal","Nuclear","CCGT","Hydro","Geothermal","Diesel"
"t1108",0.00,11170.00,1010.20,1000.00,0.00,0.00
"t1109",0.00,11170.00,2058.00,1000.00,0.00,0.00
"t1110",0.00,11170.00,3720.40,1000.00,0.00,0.00
"t1111",0.00,11170.00,6088.20,1000.00,0.00,0.00
"t1112",0.00,11170.00,7017.00,1000.00,0.00,0.00
"t1113",0.00,11170.00,7204.40,1000.00,0.00,0.00
"t1114",0.00,11170.00,7293.00,1000.00,0.00,0.00
"t1115",0.00,11170.00,7463.80,1000.00,0.00,0.00
"t1116",0.00,11170.00,7564.80,1000.00,0.00,0.00
"t1117",0.00,11170.00,7122.60,1000.00,0.00,0.00
"t1118",0.00,11170.00,5234.10,1000.00,0.00,0.00
"t1119",0.00,11170.00,2280.80,1000.00,0.00,0.00
"t1120",0.00,11170.00,846.10,1000.00,0.00,0.00
"t1121",0.00,10984.70,0.00,1000.00,0.00,0.00
"t1122",0.00,10488.90,0.00,1000.00,0.00,0.00
"t1123",0.00,11170.00,68.80,1000.00,0.00,0.00
"t1124",0.00,11170.00,481.90,1000.00,0.00,0.00
"t1125",0.00,11170.00,1297.00,1000.00,0.00,0.00
"t1126",0.00,11170.00,2616.50,1000.00,0.00,0.00
"t1127",0.00,11170.00,3137.40,1000.00,0.00,0.00
"t1128",0.00,11170.00,1811.00,1000.00,0.00,0.00
"t1129",0.00,11170.00,511.20,1000.00,0.00,0.00
"t1130",0.00,11170.00,28.20,1000.00,0.00,0.00
"t1131",0.00,11108.20,0.00,1000.00,0.00,0.00
"t1132",0.00,10971.20,0.00,1000.00,0.00,0.00
"t1133",0.00,10694.60,0.00,1000.00,0.00,0.00
"t1134",0.00,11033.40,0.00,1000.00,0.00,0.00
"t1135",0.00,11170.00,1351.80,1000.00,0.00,0.00
"t1136",0.00,11170.00,2834.60,1000.00,0.00,0.00
"t1137",0.00,11170.00,4401.40,1000.00,0.00,0.00
"t1138",0.00,11170.00,5623.80,1000.00,0.00,0.00
"t1139",0.00,11170.00,6096.20,1000.00,0.00,0.00
"t1140",0.00,11170.00,6238.00,1000.00,0.00,0.00
"t1141",0.00,11170.00,5469.80,1000.00,0.00,0.00
"t1142",0.00,11170.00,1903.10,1000.00,0.00,0.00
"t1143",0.00,11060.10,0.00,1000.00,0.00,0.00
"t1144",0.00,10812.00,0.00,1000.00,0.00,0.00
"t1145",0.00,11170.00,467.20,1000.00,0.00,0.00
"t1146",0.00,11170.00,1057.60,1000.00,0.00,0.00
"t1147",0.00,11170.00,2373.00,1000.00,0.00,0.00
"t1148",0.00,11170.00,3110.30,1000.00,0.00,0.00
"t1149",0.00,11170.00,4051.00,1000.00,0.00,0.00
"t1150",0.00,11170.00,5425.50,1000.00,0.00,0.00
"t1151",0.00,11170.00,5724.40,1000.00,0.00,0.00
"t1152",0.00,11170.00,3533.60,1000.00,0.00,0.00
"t1153",0.00,11170.00,2300.20,1000.00,0.00,0.00
"t1154",0.00,11170.00,1850.40,1000.00,0.00,0.00
"t1155",0.00,11170.00,1732.00,1000.00,0.00,0.00
"t1156",0.00,11170.00,1959.60,1000.00,0.00,0.00
"t1157",0.00,11170.00,2964.00,1000.00,0.00,0.00
"t1158",0.00,11170.00,4494.60,1000.00,0.00,0.00
"t1159",0.00,11170.00,5775.80,1000.00,0.00,0.00
"t1160",0.00,11170.00,6793.20,1000.00,0.00,0.00
"t1161",0.00,11170.00,7348.80,1000.00,0.00,0.00
"t1162",0.00,11170.00,6095.00,1000.00,0.00,0.00
"t1163",0.00,11170.00,4706.20,1000.00,0.00,0.00
"t1164",0.00,11170.00,4019.80,1000.00,0.00,0.00
"t1165",0.00,11170.00,3907.90,1000.00,0.00,0.00
"t1166",0.00,11170.00,3382.70,1000.00,0.00,0.00
"t1167",0.00,11170.00,1119.20,1000.00,0.00,0.00
"t1168",0.00,9030.10,0.00,1000.00,0.00,0.00
"t1169",0.00,7976.60,0.00,1000.00,0.00,0.00
"t1170",0.00,8849.00,0.00,1000.00,0.00,0.00
"t1171",0.00,11061.00,0.00,1000.00,0.00,0.00
"t1172",0.00,11170.00,1562.20,1000.00,0.00,0.00
"t1173",0.00,11170.00,2948.70,1000.00,0.00,0.00
"t1174",0.00,11170.00,4390.90,1000.00,0.00,0.00
"t1175",0.00,11170.00,5565.80,1000.00,0.00,0.00
"t1176",0.00,11170.00,4691.20,1000.00,0.00,0.00
"t1177",0.00,11170.00,3147.80,1000.00,0.00,0.00
"t1178",0.00,11170.00,1780.80,1000.00,0.00,0.00
"t1179",0.00,11170.00,691.00,1000.00,0.00,0.00
"t1180",0.00,11170.00,30.40,1000.00,0.00,0.00
"t1181",0.00,11170.00,773.00,1000.00,0.00,0.00
"t1182",0.00,11170.00,2950.40,1000.00,0.00,0.00
"t1183",0.00,11170.00,5591.40,1000.00,0.00,0.00
"t1184",0.00,11170.00,7129.20,1000.00,0.00,0.00
"t1185",0.00,11170.00,7844.00,1000.00,0.00,0.00
"t1186",0.00,11170.00,7273.80,1000.00,0.00,0.00
"t1187",0.00,11170.00,6263.00,1000.00,0.00,0.00
"t1188",0.00,11170.00,5787.40,1000.00,0.00,0.00
"t1189",0.00,11170.00,5098.80,1000.00,0.00,0.00
"t1190",0.00,11170.00,2581.90,1000.00,0.00,0.00
"t1191",0.00,10616.10,0.00,1000.00,0.00,0.00
"t1192",0.00,8318.50,0.00,1000.00,0.00,0.00
"t1193",0.00,7642.80,0.00,1000.00,0.00,0.00
"t1194",0.00,8051.40,0.00,1000.00,0.00,0.00
"t1195",0.00,9681.00,0.00,1000.00,0.00,0.00
"t1196",0.00,10848.20,0.00,1000.00,0.00,0.00
"t1197",0.00,11170.00,1466.80,1000.00,0.00,0.00
"t1198",0.00,11170.00,3192.60,1000.00,0.00,0.00
"t1199",0.00,11170.00,2924.40,1000.00,0.00,0.00
"t1200",0.00,11170.00,1553.00,1000.00,0.00,0.00
"t1201",0.00,11170.00,1286.40,1000.00,0.00,0.00
"t1202",0.00,11170.00,1342.20,1000.00,0.00,0.00
"t1203",0.00,11170.00,1489.40,1000.00,0.00,0.00
"t1204",0.00,11170.00,1675.60,1000.00,0.00,0.00
"t1205",0.00,11170.00,2244.20,1000.00,0.00,0.00
"t1206",0.00,11170.00,3611.00,1000.00,0.00,0.00
"t1207",0.00,11170.00,5914.20,1000.00,0.00,0.00
"t1208",0.00,11170.00,6445.00,1000.00,0.00,0.00
"t1209",0.00,11170.00,6232.40,1000.00,0.00,0.00
"t1210",0.00,11170.00,6104.20,1000.00,0.00,0.00
"t1211",0.00,11170.00,5846.00,1000.00,0.00,0.00
"t1212",0.00,11170.00,5782.20,1000.00,0.00,0.00
"t1213",0.00,11170.00,5459.00,1000.00,0.00,0.00
"t1214",0.00,11170.00,5473.70,1000.00,0.00,0.00
"t1215",0.00,11170.00,4349.60,1000.00,0.00,0.00
"t1216",0.00,11170.00,2435.50,1000.00,0.00,0.00
"t1217",0.00,11170.00,2199.80,1000.00,0.00,0.00
"t1218",0.00,11170.00,2270.10,1000.00,0.00,0.00
"t1219",0.00,11170.00,2222.20,1000.00,0.00,0.00
"t1220",0.00,11170.00,2125.60,1000.00,0.00,0.00
"t1221",0.00,11170.00,2493.20,1000.00,0.00,0.00
"t1222",0.00,11170.00,3123.20,1000.00,0.00,0.00
"t1223",0.00,11170.00,2862.60,1000.00,0.00,0.00
"t1224",0.00,11170.00,1100.60,1000.00,0.00,0.00
"t1225",0.00,10937.20,0.00,1000.00,0.00,0.00
"t1226",0.00,9934.60,0.00,1000.00,0.00,0.00
"t1227",0.00,9713.00,0.00,1000.00,0.00,0.00
"t1228",0.00,9481.40,0.00,1000.00,0.00,0.00
"t1229",0.00,9754.20,0.00,1000.00,0.00,0.00
"t1230",0.00,10823.20,0.00,1000.00,0.00,0.00
"t1231",0.00,11170.00,1432.40,1000.00,0.00,0.00
"t1232",0.00,11170.00,1973.60,1000.00,0.00,0.00
"t1233",0.00,11170.00,2029.00,1000.00,0.00,0.00
"t1234",0.00,11170.00,2319.00,1000.00,0.00,0.00
"t1235",0.00,11170.00,2444.40,1000.00,0.00,0.00
"t1236",0.00,11170.00,2526.20,1000.00,0.00,0.00
"t1237",0.00,11170.00,1888.20,1000.00,0.00,0.00
"t1238",0.00,11170.00,1596.60,1000.00,0.00,0.00
"t1239",0.00,11170.00,1360.10,1000.00,0.00,0.00
"t1240",0.00,11170.00,1397.10,1000.00,0.00,0.00
"t1241",0.00,11170.00,1641.80,1000.00,0.00,0.00
"t1242",0.00,11170.00,2060.50,1000.00,0.00,0.00
"t1243",0.00,11170.00,4175.60,1000.00,0.00,0.00
"t1244",0.00,11170.00,4280.10,1000.00,0.00,0.00
"t1245",0.00,11170.00,3832.30,1000.00,0.00,0.00
"t1246",0.00,11170.00,4664.00,1000.00,0.00,0.00
"t1247",0.00,11170.00,4134.30,1000.00,0.00,0.00
"t1248",0.00,11170.00,2064.80,1000.00,0.00,0.00
"t1249",0.00,11170.00,998.60,1000.00,0.00,0.00
"t1250",0.00,11170.00,470.20,1000.00,0.00,0.00
"t1251",0.00,11170.00,153.20,1000.00,0.00,0.00
"t1252",0.00,11170.00,165.40,1000.00,0.00,0.00
"t1253",0.00,11170.00,880.80,1000.00,0.00,0.00
"t1254",0.00,11170.00,2506.60,1000.00,0.00,0.00
"t1255",0.00,11170.00,4972.80,1000.00,0.00,0.00
"t1256",0.00,11170.00,5939.40,1000.00,0.00,0.00
"t1257",0.00,11170.00,6220.20,1000.00,0.00,0.00
"t1258",0.00,11170.00,6310.20,1000.00,0.00,0.00
"t1259",0.00,11170.00,6405.20,1000.00,0.00,0.00
"t1260",0.00,11170.00,6445.80,1000.00,0.00,0.00
"t1261",0.00,11170.00,5735.40,1000.00,0.00,0.00
"t1262",0.00,11170.00,4716.70,1000.00,0.00,0.00
"t1263",0.00,11170.00,3178.50,1000.00,0.00,0.00
"t1264",0.00,11170.00,2467.60,1000.00,0.00,0.00
"t1265",0.00,11170.00,1802.60,1000.00,0.00,0.00
"t1266",0.00,11170.00,2987.50,1000.00,0.00,0.00
"t1267",0.00,11170.00,4874.00,1000.00,0.00,0.00
"t1268",0.00,11170.00,7147.90,1000.00,0.00,0.00
"t1269",0.00,11170.00,8054.40,1000.00,0.00,0.00
"t1270",0.00,11170.00,7829.10,1000.00,0.00,0.00
"t1271",0.00,11170.00,6626.20,1000.00,0.00,0.00
"t1272",0.00,11170.00,4558.40,1000.00,0.00,0.00
"t1273",0.00,11170.00,2125.00,1000.00,0.00,0.00
"t1274",0.00,11170.00,154.60,1000.00,0.00,0.00
"t1275",0.00,10379.20,0.00,1000.00,0.00,0.00
"t1276",0.00,10364.80,0.00,1000.00,0.00,0.00
"t1277",0.00,11170.00,83.20,1000.00,0.00,0.00
"t1278",0.00,11170.00,1801.80,1000.00,0.00,0.00
"t1279",0.00,11170.00,4340.20,1000.00,0.00,0.00
"t1280",0.00,11170.00,5581.80,1000.00,0.00,0.00
"t1281",0.00,11170.00,6016.80,1000.00,0.00,0.00
"t1282",0.00,11170.00,6188.60,1000.00,0.00,0.00
"t1283",0.00,11170.00,6547.20,1000.00,0.00,0.00
"t1284",0.00,11170.00,6786.80,1000.00,0.00,0.00
"t1285",0.00,11170.00,6780.90,1000.00,0.00,0.00
"t1286",0.00,11170.00,6809.70,1000.00,0.00,0.00
"t1287",0.00,11170.00,5703.70,1000.00,0.00,0.00
"t1288",0.00,11170.00,4510.70,1000.00,0.00,0.00
"t1289",0.00,11170.00,4692.00,1000.00,0.00,0.00
"t1290",0.00,11170.00,5695.20,1000.00,0.00,0.00
"t1291",0.00,11170.00,6222.10,1000.00,0.00,0.00
"t1292",0.00,11170.00,6416.80,1000.00,0.00,0.00
"t1293",0.00,11170.00,6214.10,1000.00,0.00,0.00
"t1294",0.00,11170.00,5786.00,1000.00,0.00,0.00
"t1295",0.00,11170.00,2983.00,1000.00,0.00,0.00
"t1296",0.00,11170.00,803.60,1000.00,0.00,0.00
"t1297",0.00,11170.00,306.80,1000.00,0.00,0.00
"t1298",0.00,10902.60,0.00,1000.00,0.00,0.00
"t1299",0.00,10744.40,0.00,1000.00,0.00,0.00
"t1300",0.00,10433.00,0.00,1000.00,0.00,0.00
"t1301",0.00,10846.00,0.00,1000.00,0.00,0.00
"t1302",0.00,11170.00,559.60,1000.00,0.00,0.00
"t1303",0.00,11170.00,1537.00,1000.00,0.00,0.00
"t1304",0.00,11170.00,2135.80,1000.00,0.00,0.00
"t1305",0.00,11170.00,2699.20,1000.00,0.00,0.00
"t1306",0.00,11170.00,2871.60,1000.00,0.00,0.00
"t1307",0.00,11170.00,3328.00,1000.00,0.00,0.00
"t1308",0.00,11170.00,3791.20,1000.00,0.00,0.00
"t1309",0.00,11170.00,3391.60,1000.00,0.00,0.00
"t1310",0.00,11170.00,653.70,1000.00,0.00,0.00
"t1311",0.00,10198.50,0.00,1000.00,0.00,0.00
"t1312",0.00,9280.00,0.00,1000.00,0.00,0.00
"t1313",0.00,8985.10,0.00,1000.00,0.00,0.00
"t1314",0.00,9140.00,0.00,1000.00,0.00,0.00
"t1315",0.00,10166.30,0.00,1000.00,0.00,0.00
"t1316",0.00,10330.80,0.00,1000.00,0.00,0.00
"t1317",0.00,10330.20,0.00,1000.00,0.00,0.00
"t1318",0.00,11170.00,1296.30,1000.00,0.00,0.00
"t1319",0.00,11170.00,2208.20,1000.00,0.00,0.00
"t1320",0.00,11170.00,801.00,1000.00,0.00,0.00
"t1321",0.00,10730.40,0.00,1000.00,0.00,0.00
"t1322",0.00,10419.40,0.00,1000.00,0.00,0.00
"t1323",0.00,10242.60,0.00,1000.00,0.00,0.00
"t1324",0.00,10328.00,0.00,1000.00,0.00,0.00
"t1325",0.00,11030.00,0.00,1000.00,0.00,0.00
"t1326",0.00,11170.00,468.00,1000.00,0.00,0.00
"t1327",0.00,11170.00,1014.40,1000.00,0.00,0.00
"t1328",0.00,11170.00,1667.80,1000.00,0.00,0.00
"t1329",0.00,11170.00,3291.00,1000.00,0.00,0.00
"t1330",0.00,11170.00,4395.40,1000.00,0.00,0.00
"t1331",0.00,11170.00,5054.80,1000.00,0.00,0.00
"t1332",0.00,11170.00,5521.20,1000.00,0.00,0.00
"t1333",0.00,11170.00,5225.30,1000.00,0.00,0.00
"t1334",0.00,11170.00,3185.50,1000.00,0.00,0.00
"t1335",0.00,11170.00,1257.00,1000.00,0.00,0.00
"t1336",0.00,10906.50,0.00,1000.00,0.00,0.00
"t1337",0.00,10682.50,0.00,1000.00,0.00,0.00
"t1338",0.00,10652.90,0.00,1000.00,0.00,0.00
"t1339",0.00,11170.00,581.00,1000.00,0.00,0.00
"t1340",0.00,11170.00,1016.00,1000.00,0.00,0.00
"t1341",0.00,11170.00,1754.20,1000.00,0.00,0.00
"t1342",0.00,11170.00,3054.40,1000.00,0.00,0.00
"t1343",0.00,11170.00,3840.40,1000.00,0.00,0.00
"t1344",0.00,11170.00,2320.00,1000.00,0.00,0.00
"t1345",0.00,11170.00,344.20,1000.00,0.00,0.00
"t1346",0.00,10823.40,0.00,1000.00,0.00,0.00
"t1347",0.00,10945.20,0.00,1000.00,0.00,0.00
"t1348",0.00,11170.00,204.60,1000.00,0.00,0.00
"t1349",0.00,11170.00,973.20,1000.00,0.00,0.00
"t1350",0.00,11170.00,2390.20,1000.00,0.00,0.00
"t1351",0.00,11170.00,4960.00,1000.00,0.00,0.00
"t1352",0.00,11170.00,6320.80,1000.00,0.00,0.00
"t1353",0.00,11170.00,6720.60,1000.00,0.00,0.00
"t1354",0.00,11170.00,6866.20,1000.00,0.00,0.00
"t1355",0.00,11170.00,6880.00,1000.00,0.00,0.00
"t1356",0.00,11170.00,7029.60,1000.00,0.00,0.00
"t1357",0.00,11170.00,6929.50,1000.00,0.00,0.00
"t1358",0.00,11170.00,6976.00,1000.00,0.00,0.00
"t1359",0.00,11170.00,6524.90,1000.00,0.00,0.00
"t1360",0.00,11170.00,5927.00,1000.00,0.00,0.00
"t1361",0.00,11170.00,6026.40,1000.00,0.00,0.00
"t1362",0.00,11170.00,6285.10,1000.00,0.00,0.00
"t1363",0.00,11170.00,7767.80,1000.00,0.00,0.00
"t1364",0.00,11170.00,8616.50,1000.00,0.00,0.00
"t1365",0.00,11170.00,8744.70,1000.00,0.00,0.00
"t1366",0.00,11170.00,8263.80,1000.00,0.00,0.00
"t1367",0.00,11170.00,7315.90,1000.00,0.00,0.00
"t1368",0.00,11170.00,5801.60,1000.00,0.00,0.00
"t1369",0.00,11170.00,4723.60,1000.00,0.00,0.00
"t1370",0.00,11170.00,4402.60,1000.00,0.00,0.00
"t1371",0.00,11170.00,4596.60,1000.00,0.00,0.00
"t1372",0.00,11170.00,5056.20,1000.00,0.00,0.00
"t1373",0.00,11170.00,6068.20,1000.00,0.00,0.00
"t1374",0.00,11170.00,7935.80,1000.00,0.00,0.00
"t1375",0.00,11170.00,10796.20,1000.00,0.00,0.00
"t1376",0.00,11170.00,11430.40,1000.00,0.00,0.00
"t1377",0.00,11170.00,10085.40,1000.00,0.00,0.00
"t1378",0.00,11170.00,8778.40,1000.00,0.00,0.00
"t1379",0.00,11170.00,8104.40,1000.00,0.00,0.00
"t1380",0.00,11170.00,7447.80,1000.00,0.00,0.00
"t1381",0.00,11170.00,6066.80,1000.00,0.00,0.00
"t1382",0.00,11170.00,3113.40,1000.00,0.00,0.00
"t1383",0.00,10495.90,0.00,1000.00,0.00,0.00
"t1384",0.00,8081.80,0.00,1000.00,0.00,0.00
"t1385",0.00,6676.90,0.00,1000.00,0.00,0.00
"t1386",0.00,6522.60,0.00,1000.00,0.00,0.00
"t1387",0.00,8339.70,0.00,1000.00,0.00,0.00
"t1388",0.00,10113.80,0.00,1000.00,0.00,0.00
"t1389",0.00,11170.00,640.60,1000.00,0.00,0.00
"t1390",0.00,11170.00,2775.30,1000.00,0.00,0.00
"t1391",0.00,11170.00,4161.00,1000.00,0.00,0.00
"t1392",0.00,11170.00,3382.20,1000.00,0.00,0.00
"t1393",0.00,11170.00,2388.40,1000.00,0.00,0.00
"t1394",0.00,11170.00,2194.60,1000.00,0.00,0.00
"t1395",0.00,11170.00,2201.60,1000.00,0.00,0.00
"t1396",0.00,11170.00,2188.00,1000.00,0.00,0.00
"t1397",0.00,11170.00,2871.20,1000.00,0.00,0.00
"t1398",0.00,11170.00,5086.00,1000.00,0.00,0.00
"t1399",0.00,11170.00,7666.20,1000.00,0.00,0.00
"t1400",0.00,11170.00,8257.20,1000.00,0.00,0.00
"t1401",0.00,11170.00,8117.80,1000.00,0.00,0.00
"t1402",0.00,11170.00,7771.80,1000.00,0.00,0.00
"t1403",0.00,11170.00,7291.60,1000.00,0.00,0.00
"t1404",0.00,11170.00,6422.20,1000.00,0.00,0.00
"t1405",0.00,11170.00,3613.90,1000.00,0.00,0.00
"t1406",0.00,11170.00,653.50,1000.00,0.00,0.00
"t1407",0.00,10786.10,0.00,1000.00,0.00,0.00
"t1408",0.00,10620.80,0.00,1000.00,0.00,0.00
"t1409",0.00,11013.60,0.00,1000.00,0.00,0.00
"t1410",0.00,11170.00,804.60,1000.00,0.00,0.00
"t1411",0.00,11170.00,2582.80,1000.00,0.00,0.00
"t1412",0.00,11170.00,3658.60,1000.00,0.00,0.00
"t1413",0.00,11170.00,4614.80,1000.00,0.00,0.00
"t1414",0.00,11170.00,5399.90,1000.00,0.00,0.00
"t1415",0.00,11170.00,5204.00,1000.00,0.00,0.00
"t1416",0.00,11170.00,2740.00,1000.00,0.00,0.00
"t1417",0.00,11170.00,2054.33,819.27,0.00,0.00
"t1418",0.00,11170.00,1955.93,819.27,0.00,0.00
"t1419",0.00,11170.00,1985.13,819.27,0.00,0.00
"t1420",0.00,11170.00,2493.93,819.27,0.00,0.00
"t1421",0.00,11170.00,3319.13,819.27,0.00,0.00
"t1422",0.00,11170.00,4932.33,819.27,0.00,0.00
"t1423",0.00,11170.00,7638.53,819.27,0.00,0.00
"t1424",0.00,11170.00,8671.53,819.27,0.00,0.00
"t1425",0.00,11170.00,8791.93,819.27,0.00,0.00
"t1426",0.00,11170.00,8842.53,819.27,0.00,0.00
"t1427",0.00,11170.00,8796.93,819.27,0.00,0.00
"t1428",0.00,11170.00,8436.13,819.27,0.00,0.00
"t1429",0.00,11170.00,8277.43,819.27,0.00,0.00
"t1430",0.00,11170.00,7579.93,819.27,0.00,0.00
"t1431",0.00,11170.00,6680.13,819.27,0.00,0.00
"t1432",0.00,11170.00,6132.13,819.27,0.00,0.00
"t1433",0.00,11170.00,5227.33,819.27,0.00,0.00
"t1434",0.00,11170.00,4169.83,819.27,0.00,0.00
"t1435",0.00,11170.00,4103.53,819.27,0.00,0.00
"t1436",0.00,11170.00,4301.53,819.27,0.00,0.00
"t1437",0.00,11170.00,4982.83,819.27,0.00,0.00
"t1438",0.00,11170.00,5865.23,819.27,0.00,0.00
"t1439",0.00,11170.00,6569.83,819.27,0.00,0.00
"t1440",0.00,11170.00,5940.53,819.27,0.00,0.00
"t1441",0.00,11170.00,5070.73,819.27,0.00,0.00
"t1442",0.00,11170.00,4524.53,819.27,0.00,0.00
"t1443",0.00,11170.00,4224.93,819.27,0.00,0.00
"t1444",0.00,11170.00,3731.53,819.27,0.00,0.00
"t1445",0.00,11170.00,3774.73,819.27,0.00,0.00
"t1446",0.00,11170.00,5238.33,819.27,0.00,0.00
"t1447",0.00,11170.00,7901.13,819.27,0.00,0.00
"t1448",0.00,11170.00,8710.73,819.27,0.00,0.00
"t1449",0.00,11170.00,8601.73,819.27,0.00,0.00
"t1450",0.00,11170.00,8706.13,819.27,0.00,0.00
"t1451",0.00,11170.00,8528.33,819.27,0.00,0.00
"t1452",0.00,11170.00,7865.33,819.27,0.00,0.00
"t1453",0.00,11170.00,6592.13,819.27,0.00,0.00
"t1454",0.00,11170.00,4843.33,819.27,0.00,0.00
"t1455",0.00,11170.00,1924.43,819.27,0.00,0.00
"t1456",0.00,10541.13,0.00,819.27,0.00,0.00
"t1457",0.00,9503.93,0.00,819.27,0.00,0.00
"t1458",0.00,9117.23,0.00,819.27,0.00,0.00
"t1459",0.00,9931.93,0.00,819.27,0.00,0.00
"t1460",0.00,11170.00,724.83,819.27,0.00,0.00
"t1461",0.00,11170.00,2627.83,819.27,0.00,0.00
"t1462",0.00,11170.00,4038.23,819.27,0.00,0.00
"t1463",0.00,11170.00,5042.33,819.27,0.00,0.00
"t1464",0.00,11170.00,4322.73,819.27,0.00,0.00
"t1465",0.00,11170.00,4045.33,819.27,0.00,0.00
"t1466",0.00,11170.00,4184.53,819.27,0.00,0.00
"t1467",0.00,11170.00,4715.33,819.27,0.00,0.00
"t1468",0.00,11170.00,5127.53,819.27,0.00,0.00
"t1469",0.00,11170.00,5792.53,819.27,0.00,0.00
"t1470",0.00,11170.00,7246.13,819.27,0.00,0.00
"t1471",0.00,11170.00,8867.13,819.27,0.00,0.00
"t1472",0.00,11170.00,10068.93,819.27,0.00,0.00
"t1473",0.00,11170.00,10349.93,819.27,0.00,0.00
"t1474",0.00,11170.00,10030.33,819.27,0.00,0.00
"t1475",0.00,11170.00,9074.53,819.27,0.00,0.00
"t1476",0.00,11170.00,7912.93,819.27,0.00,0.00
"t1477",0.00,11170.00,6075.03,819.27,0.00,0.00
"t1478",0.00,11170.00,3032.63,819.27,0.00,0.00
"t1479",0.00,11170.00,555.33,819.27,0.00,0.00
"t1480",0.00,10095.53,0.00,819.27,0.00,0.00
"t1481",0.00,10296.63,0.00,819.27,0.00,0.00
"t1482",0.00,11052.23,0.00,819.27,0.00,0.00
"t1483",0.00,10361.83,0.00,819.27,0.00,0.00
"t1484",0.00,11170.00,258.23,819.27,0.00,0.00
"t1485",0.00,11170.00,2030.93,819.27,0.00,0.00
"t1486",0.00,11170.00,3235.83,819.27,0.00,0.00
"t1487",0.00,11170.00,3349.53,819.27,0.00,0.00
"t1488",0.00,11170.00,2707.33,819.27,0.00,0.00
"t1489",0.00,11170.00,2442.73,819.27,0.00,0.00
"t1490",0.00,11170.00,2673.33,819.27,0.00,0.00
"t1491",0.00,11170.00,3313.73,819.27,0.00,0.00
"t1492",0.00,11170.00,3983.93,819.27,0.00,0.00
"t1493",0.00,11170.00,4683.33,819.27,0.00,0.00
"t1494",0.00,11170.00,5717.93,819.27,0.00,0.00
"t1495",0.00,11170.00,6930.53,819.27,0.00,0.00
"t1496",0.00,11170.00,8075.33,819.27,0.00,0.00
"t1497",0.00,11170.00,8221.93,819.27,0.00,0.00
"t1498",0.00,11170.00,7159.53,819.27,0.00,0.00
"t1499",0.00,11170.00,6034.73,819.27,0.00,0.00
"t1500",0.00,11170.00,5047.13,819.27,0.00,0.00
"t1501",0.00,11170.00,3699.93,819.27,0.00,0.00
"t1502",0.00,11170.00,2656.63,819.27,0.00,0.00
"t1503",0.00,11170.00,1853.23,819.27,0.00,0.00
"t1504",0.00,11170.00,1246.03,819.27,0.00,0.00
"t1505",0.00,11170.00,387.53,819.27,0.00,0.00
"t1506",0.00,11170.00,982.23,819.27,0.00,0.00
"t1507",0.00,11170.00,2539.93,819.27,0.00,0.00
"t1508",0.00,11170.00,5727.93,819.27,0.00,0.00
"t1509",0.00,11170.00,8005.93,819.27,0.00,0.00
"t1510",0.00,11170.00,8123.43,819.27,0.00,0.00
"t1511",0.00,11170.00,7935.13,819.27,0.00,0.00
"t1512",0.00,11170.00,7020.73,819.27,0.00,0.00
"t1513",0.00,11170.00,6919.13,819.27,0.00,0.00
"t1514",0.00,11170.00,7180.93,819.27,0.00,0.00
"t1515",0.00,11170.00,7776.13,819.27,0.00,0.00
"t1516",0.00,11170.00,8702.73,819.27,0.00,0.00
"t1517",0.00,11170.00,9984.93,819.27,0.00,0.00
"t1518",0.00,11170.00,11990.33,819.27,0.00,0.00
"t1519",0.00,11170.00,14690.53,819.27,0.00,0.00
"t1520",0.00,11170.00,15033.93,819.27,0.00,0.00
"t1521",0.00,11170.00,13392.53,819.27,0.00,0.00
"t1522",0.00,11170.00,11522.53,819.27,0.00,0.00
"t1523",0.00,11170.00,10115.73,819.27,0.00,0.00
"t1524",0.00,11170.00,9162.33,819.27,0.00,0.00
"t1525",0.00,11170.00,8118.13,819.27,0.00,0.00
"t1526",0.00,11170.00,6975.33,819.27,0.00,0.00
"t1527",0.00,11170.00,5947.83,819.27,0.00,0.00
"t1528",0.00,11170.00,5630.33,819.27,0.00,0.00
"t1529",0.00,11170.00,5807.53,819.27,0.00,0.00
"t1530",0.00,11170.00,5998.33,819.27,0.00,0.00
"t1531",0.00,11170.00,8132.73,819.27,0.00,0.00
"t1532",0.00,11170.00,8307.33,819.27,0.00,0.00
"t1533",0.00,11170.00,7733.23,819.27,0.00,0.00
"t1534",0.00,11170.00,8177.53,819.27,0.00,0.00
"t1535",0.00,11170.00,8059.43,819.27,0.00,0.00
"t1536",0.00,11170.00,6740.33,819.27,0.00,0.00
"t1537",0.00,11170.00,4844.93,819.27,0.00,0.00
"t1538",0.00,11170.00,4714.53,819.27,0.00,0.00
"t1539",0.00,11170.00,5083.93,819.27,0.00,0.00
"t1540",0.00,11170.00,4196.73,819.27,0.00,0.00
"t1541",0.00,11170.00,5536.13,819.27,0.00,0.00
"t1542",0.00,11170.00,7297.93,819.27,0.00,0.00
"t1543",0.00,11170.00,9858.93,819.27,0.00,0.00
"t1544",0.00,11170.00,10217.53,819.27,0.00,0.00
"t1545",0.00,11170.00,9505.93,819.27,0.00,0.00
"t1546",0.00,11170.00,9004.33,819.27,0.00,0.00
"t1547",0.00,11170.00,8591.33,819.27,0.00,0.00
"t1548",0.00,11170.00,8451.33,819.27,0.00,0.00
"t1549",0.00,11170.00,7545.63,819.27,0.00,0.00
"t1550",0.00,11170.00,6333.53,819.27,0.00,0.00
